price,artist,title,image,source
5750.000000000001,Jeremy Mann,The Muse in Pale Green no. 2 ,2129.jpeg,artsy
8500.000000000002,Yam Shalev,The Carmel Market,2130.jpeg,artsy
1354.2000000000007,Ciro Strino,G1903,2131.jpeg,artsy
17537.99999999998,Joakim Allgulander,Heaven,2132.jpeg,artsy
26861.99999999999,BRUSK,Survival,2133.jpeg,artsy
1665.0000000000007,Barbara Zablocka,In pink,2134.jpeg,artsy
8000.000000000004,Yin Kun,Have you had Enought Fun No.3,2135.jpeg,artsy
910.2,Judith Grassl,Holey II.,2136.jpeg,artsy
8999.999999999998,Damien Hirst,Butterfly Spin Painting,2137.jpeg,artsy
315911.53825082135,Hans Hartung,T1975-K25,2138.jpeg,artsy
7103.999999999998,Zoe Ouvrier,Akène (fruit du chêne),2139.jpeg,artsy
7187.500000000001,Niall Campbell Strachan,Hot Rod,2140.jpeg,artsy
4999.999999999999,Drew Bennett,Understory,2141.jpeg,artsy
10825.317547305483,Ian Rayer-Smith,Roamers,2142.jpeg,artsy
2399.9999999999995,Mando Marie,Get Going,2143.jpeg,artsy
1500000.0000000005,Diego Rivera,Mujer con alcatraces,2144.jpeg,artsy
11655.000000000007,Matias Krahn,Moby,2145.jpeg,artsy
3330.000000000002,Carina Söderström,Hold on and let go 2,2146.jpeg,artsy
2000.0000000000002,Marcelo Suaznabar,El Sombrero,2147.jpeg,artsy
3600.0,Amy Van Winkle,A Touch of Grace 1 - 4,2148.jpeg,artsy
37500.0,Jimi Gleason,Rincon,2149.jpeg,artsy
2600.0,Courtenay Kusitor, Start A Ripple With A Splash,2150.jpeg,artsy
9499.999999999996,Hugh Byrne,Shakedown,2151.jpeg,artsy
24999.999999999993,Natasha Law,Pink Detail on Green ,2152.jpeg,artsy
700.0000000000001,Misato Suzuki,Nature Wonder SR3,2153.jpeg,artsy
10799.999999999993,Paul Fägerskiöld,Cancún  Mexico. View east. January 1 2100,2154.jpeg,artsy
10500.000000000005,Josh Jefferson,Big Boy,2155.jpeg,artsy
24500.000000000007,Josef Kote,Connection,2156.jpeg,artsy
3000.0000000000014,Mia Sandhu,Reverie 2,2157.jpeg,artsy
6500.000000000002,Hunt Slonem,'Red Bunny' Unique Painting,2158.jpeg,artsy
5938.500000000001,Susana Reberdito,The Tempest 28,2159.jpeg,artsy
1998.0,Noemi Durighello,Alphabet (triptych no. 8),2160.jpeg,artsy
499.99999999999994,Chip Haggerty,Buttons I,2161.jpeg,artsy
1831.5000000000002,Alda Choueiry,Pirette la Marquise,2162.jpeg,artsy
34641.01615137756,Sarah Dwyer,Rhino Cave,2163.jpeg,artsy
1243734.2963832759,Banksy,3D Rat (Rat with 3D Glasses and Fly),2164.jpeg,artsy
15900.000000000011,Juan Carlos Macías,La Iniciación (The Initiation),2165.jpeg,artsy
400.0000000000001,Morgan Auten Smith,Learning to Make Spells 8,2166.jpeg,artsy
1800.0000000000005,Courtenay Kusitor,Contemplate Your Place,2167.jpeg,artsy
14500.000000000013,Szabolcs Bozó,Untitled,2168.jpeg,artsy
1700.0000000000007,Scott Woodard,"""Regatta of Sorts"" Pastel Blue and Pink Abstract Contemporary Landscape Painting",2169.jpeg,artsy
1110.0,Beatrice Garcia,Day to Night,2170.jpeg,artsy
24999.999999999993,Natasha Law,Gold Thread Through Pink ,2171.jpeg,artsy
8399.999999999998,Luca Brandi,You are out of time,2172.jpeg,artsy
8999.999999999998,Nazeer Sabree,Icarus's warning ,2173.jpeg,artsy
5249.999999999999,Anna Ravliuc-Bloomfield,Somewhere Beyond the Wind,2174.jpeg,artsy
21089.999999999996,Thomas Zitzwitz,Untitled,2175.jpeg,artsy
1775.9999999999993,Levalet,Bavardages (gossip),2176.jpeg,artsy
30398.601941536723,Raphael Adjetey Adjei Mayne,ONE CORNER,2177.jpeg,artsy
43800.00000000002,Blek le Rat,2 Ballerina,2178.jpeg,artsy
5999.999999999999,Ioana Sisea,Draw me like one of your French girls 2,2179.jpeg,artsy
4606.999999999998,Bambo Sibiya,Flamboyant Souls,2180.jpeg,artsy
4999.999999999999,Peppone,We Can Do It V2 - Olive,2181.jpeg,artsy
1868.7499999999995,Stephen Hawkins,The Hopeful Peg,2182.jpeg,artsy
11710.500000000011,Jochen Mühlenbrink,WP,2183.jpeg,artsy
11874.999999999996,Damien Hirst,The Currency,2184.jpeg,artsy
1554.0000000000007,Lara Lanawi,Continuity (Diptyque),2185.jpeg,artsy
35999.99999999996,Hiejin Yoo,Waiting Game,2186.jpeg,artsy
26999.999999999975,Sergio Garval,Fast Food,2187.jpeg,artsy
1050.0000000000005,Kateryna Krivchach,Girl with watermelons,2188.jpeg,artsy
4999.999999999999,Lynette Cook,Daydreaming,2189.jpeg,artsy
3330.000000000002,Thomas Zitzwitz,Untitled,2190.jpeg,artsy
2441.9999999999995,Lise Zia,Yours,2191.jpeg,artsy
4199.999999999999,Daisy Patton,Untitled (Matt yours Dorothy),2192.jpeg,artsy
874.9999999999999,Lisa Levina,Oceanfront Stores,2193.jpeg,artsy
868.7499999999998,Oliver Pyle,The South Downs Way  Near Firle,2194.jpeg,artsy
4375.000000000001,Sean Davidson,The Cyclists,2195.jpeg,artsy
3894.999999999998,Olga Oreshnikov,Angel of the Flowers,2196.jpeg,artsy
14000.000000000005,Marlon Portales,Male gaze,2197.jpeg,artsy
4499.999999999998,Junyi Liu,The Feast Is Served,2198.jpeg,artsy
2499.9999999999995,Kevin Foote,Helen  Dear,2199.jpeg,artsy
1124.9999999999998,Minu Achrekar,Mystic Vibration,2200.jpeg,artsy
3885.000000000001,Natascha Schmitten,Stll IV,2201.jpeg,artsy
18315.00000000002,BRUSK,Sur le fil (on the edge),2202.jpeg,artsy
37074.000000000015,Kim Young Hun,P23015,2203.jpeg,artsy
10825.317547305483,Ian Rayer-Smith,Waves,2204.jpeg,artsy
3724.999999999999,Matthew F. Fisher,To Turn into Wind,2205.jpeg,artsy
1498.5000000000002,Ciro Strino,B2150,2206.jpeg,artsy
61237.24356957945,Emil Bisttram,Avatar Lord of the Fire,2207.jpeg,artsy
7992.000000000002,Dashiell Manley,TGTR (lorem ipsum fragment) D,2208.jpeg,artsy
399599.99999999965,Ernst Wilhelm Nay,Morningstar,2209.jpeg,artsy
5999.999999999997,Andy Woll,Magic,2210.jpeg,artsy
3885.000000000001,The London Police,Washing Line Lads 20,2211.jpeg,artsy
127500.00000000012,Patrick Hughes,The Banksy of England,2212.jpeg,artsy
1500.0000000000005,Avner Chaim,GS 85,2213.jpeg,artsy
2164.4999999999995,Pure Evil,RUDOLF SIEBER’S NIGHTMARE - MARLENE DIETRICH,2214.jpeg,artsy
21000.00000000001,Mokha Laget,Longhouse,2215.jpeg,artsy
44400.000000000015,Ivan Argote,Energía Extramatérica,2216.jpeg,artsy
2199.9999999999995,Mio Yamato,Silver White Dot,2217.jpeg,artsy
12499.999999999995,Jennifer Wolf,Landscape #13,2218.jpeg,artsy
184999.99999999997,Gene Davis,Flamingo 1,2219.jpeg,artsy
13874.999999999995,Natascha Schmitten,Unda III,2220.jpeg,artsy
15500.30644858353,Reima Nevalainen,Hiss,2221.jpeg,artsy
23000.00000000001,Bambo Sibiya,Soul Sisters,2222.jpeg,artsy
2249.9999999999995,Courtenay Kusitor,Gazing Up At Blossom,2223.jpeg,artsy
2025.0000000000005,David Esquivel,The Peace You Give,2224.jpeg,artsy
1700.0000000000007,Charles Buckley,The Plant I Thought Would Live Forever,2225.jpeg,artsy
8600.000000000004,Yvonne Claveloux,Hamptons Huts,2226.jpeg,artsy
10000.0,Jeff Soto,The Escape,2227.jpeg,artsy
17000.000000000007,Deborah Dancy,A House is Not a Home ,2228.jpeg,artsy
575.0000000000001,Amber Goldhammer,Between the Sheets,2229.jpeg,artsy
4999.999999999999,Anthony Lister,Boss Man,2230.jpeg,artsy
13594.66807244664,Miaz Brothers,The Silk Merchant,2231.jpeg,artsy
65000.000000000015,King Saladeen,Me and My BMX,2232.jpeg,artsy
13000.000000000005,Ricardo Gonzalez,Approaching Cats,2233.jpeg,artsy
41472.882706655386,Mr. Brainwash,Chaplin,2234.jpeg,artsy
5477.225575051665,Ned Armstrong,Grove Lane,2235.jpeg,artsy
1831.5000000000002,Simone Bellusci,Solar,2236.jpeg,artsy
15000.000000000004,Theodoros Stamos,Infinity Field  Lefkada Series  “dark”,2237.jpeg,artsy
7500.000000000001,Jessie Edelman,Stepping Out,2238.jpeg,artsy
3894.999999999998,Lucien Delarue,Les Toits De Montmarte,2239.jpeg,artsy
3360.0000000000005,Joel Sager,Dog and the Basket,2240.jpeg,artsy
5900.000000000001,Jeremy Mann,Lillium ,2241.jpeg,artsy
18870.00000000001,Aldo Chaparro,Violently Happy – Green,2242.jpeg,artsy
5000.000000000001,Celia Wilkinson,Warming Up,2243.jpeg,artsy
14125.000000000007,Cranio,MANTANHA DA CAVEIRA,2244.jpeg,artsy
949.9999999999997,Wendeline S. Matson,Millie,2245.jpeg,artsy
24999.999999999993,Barbara Kassel,Maricoli,2246.jpeg,artsy
20000.000000000004,Lowell Nesbitt,Canvas and Studio Wall II,2247.jpeg,artsy
1220.9999999999998,Barbara Zablocka,Penetrate 5 ,2248.jpeg,artsy
2437.499999999999,John Redmond,5,2249.jpeg,artsy
5999.999999999997,Young Lim Lee,Watering A Flower,2250.jpeg,artsy
2300.000000000001,Chonticha Kaiaroonsuth,Neighbourhood On  The Distant Balcony,2251.jpeg,artsy
2700.0000000000005,Mari Kuroda,UME,2252.jpeg,artsy
954.6000000000005,Barbara Zablocka,Spatially,2253.jpeg,artsy
32000.000000000022,Vernon Fisher,Seafarer,2254.jpeg,artsy
8306.479398638154,Aneta Kajzer,Dreamland,2255.jpeg,artsy
55500.0,Song Hyun Sook,Diptychon,2256.jpeg,artsy
23000.00000000001,Rafael Coronel,Untitled ,2257.jpeg,artsy
134907.37563232047,Yue Minjun,Maze Looking for Chinese Art-2,2258.jpeg,artsy
9199.999999999996,Hisao Dōmoto,Work,2259.jpeg,artsy
16800.00000000002,Lídia Masllorens,Untitled I,2260.jpeg,artsy
1799.9999999999998,Sophie Ullrich,Meissen Tasse,2261.jpeg,artsy
1799.9999999999998,Max Kremer,"""Boulders"" Contemporary Dark Blue & White Abstract Foliage Landscape Painting",2262.jpeg,artsy
1998.0,Noemi Durighello,Alphabet (triptych no. 6),2263.jpeg,artsy
1220.9999999999998,Susana Reberdito,Sin título,2264.jpeg,artsy
1220.9999999999998,Milena Krasnopiórko,Being a Fag Sucks. It's Just No Good For Me,2265.jpeg,artsy
1500.0000000000005,Adam Erlbaum,Sign Deep,2266.jpeg,artsy
2774.9999999999995,Simone Bellusci,Lembrança,2267.jpeg,artsy
7936.500000000001,SSTAGIONI,Arrival,2268.jpeg,artsy
344.09999999999997,Mihoko Onodera,Details #0002,2269.jpeg,artsy
5999.999999999997,Omar Chacon,La Opera,2270.jpeg,artsy
3300.0000000000005,Max Kremer,"""Roots 2"" Contemporary Blue & White Abstract Foliage Landscape Painting",2271.jpeg,artsy
2249.9999999999995,Patricia McParlin,Storm,2272.jpeg,artsy
1799.9999999999998,The Black Davinci,Sunday Mornings,2273.jpeg,artsy
200.00000000000003,Kirstie Tebbs,Cellular 12,2274.jpeg,artsy
2000.0000000000002,Madison Makala,South Philly Sky,2275.jpeg,artsy
3108.000000000002,Jean Bosphore,Vittorio 2,2276.jpeg,artsy
12000.000000000007,Larry Kantner,Boy with Dog,2277.jpeg,artsy
20000.000000000004,Carlos Estupinan,EVENTO_INORGANICO_028,2278.jpeg,artsy
1554.0000000000007,Lara Lanawi,Harmony,2279.jpeg,artsy
5114.999999999999,Raimonds Staprans,Cathedral,2280.jpeg,artsy
4999.999999999999,Wilhelm Neusser,Constellations (2313),2281.jpeg,artsy
1006.2500000000006,Caroline McMillan,Evening Along the Coast Path,2282.jpeg,artsy
1199.9999999999995,Scott Woodard,"""The Mustache"" Sepia-Toned Abstract Figurative Surrealist Lady with Cat Portrait",2283.jpeg,artsy
499.49999999999983,Milena Krasnopiórko,My Imagination is Playing Tricks on Me,2284.jpeg,artsy
24989.999999999978,Alexandra Nechita,Confluence of Thoughts I,2285.jpeg,artsy
8525.000000000004,Gordon Douglas Ball,Untitled (#15),2286.jpeg,artsy
8999.999999999998,guillermo ceniceros,Untitled,2287.jpeg,artsy
17320.508075688776,William Lachance,TIMESHARE I,2288.jpeg,artsy
599.9999999999997,Amber Goldhammer,Summer Flirt,2289.jpeg,artsy
22000.00000000002,Mario Velez,Materia Oscura / Dark Matter,2290.jpeg,artsy
10799.999999999993,Paul Fägerskiöld,Ciudad Juarez  Mexico. View north. January 1 2100. ,2291.jpeg,artsy
2700.0000000000005,Max Kremer,"""Meander"" Contemporary Gray & White Abstract Foliage Landscape Painting",2292.jpeg,artsy
2800.0000000000014,Roxa Smith,Abundance,2293.jpeg,artsy
1331.9999999999995,Katsumi Hayakawa,No.26  Connected Water,2294.jpeg,artsy
319.9999999999999,Shiri Phillips,Glitter Party,2295.jpeg,artsy
575.0000000000001,Michael Kerzner,Playing Idly,2296.jpeg,artsy
22000.00000000002,Young Lim Lee,Painter's Desk,2297.jpeg,artsy
12099.000000000005,Matias Krahn,Phoenix,2298.jpeg,artsy
18999.999999999996,Brian Keith Stephens,I don't know what to say,2299.jpeg,artsy
115.00000000000003,Erina Davidson,Aaaaahhhhhhhhhhhhhhh,2300.jpeg,artsy
12247.448713915892,Alex Foxton,Cowboy Viridian,2301.jpeg,artsy
11317.101881665654,Giorgio Celin,Still life with a Tulip,2302.jpeg,artsy
6104.999999999997,Marek Okrassa,Ice Rink. Frame,2303.jpeg,artsy
150000.00000000003,Robert Nava,Untitled,2304.jpeg,artsy
1249.9999999999995,Max Kremer,"""Ridge 2"" Contemporary Teal & White Abstract Foliage Landscape Painting",2305.jpeg,artsy
5549.999999999999,Jean Bosphore,I know Sometimes a Man is Wrong,2306.jpeg,artsy
10550.00000000001,Ty Nathan Clark,If you add up all the parts  it will eventually equal whole.,2307.jpeg,artsy
9799.999999999996,Yin Kun,White Night No.3,2308.jpeg,artsy
1500.0000000000005,Amber Goldhammer,Spunky Love,2309.jpeg,artsy
20865.342915945545,Giorgio Celin,Autumn in Brooklyn,2310.jpeg,artsy
20000.000000000004,leonel maciel,Untitled,2311.jpeg,artsy
23000.00000000001,Josef Kote,Reflective Glow ,2312.jpeg,artsy
7500.000000000001,Rolph Scarlett,Untitled  Drip Painting,2313.jpeg,artsy
2499.9999999999995,Max Kremer,"""Creek"" Contemporary Pink & White Abstract Foliage Landscape Painting",2314.jpeg,artsy
12000.0,Ioana Sisea,Champagne violence 2,2315.jpeg,artsy
7000.000000000002,Mariana Sanchez,The Wind of the Soul,2316.jpeg,artsy
17320.508075688776,Yafeng Duan,Untitled No.06-2021,2317.jpeg,artsy
15309.310892394864,Ian Rayer-Smith,The woods,2318.jpeg,artsy
198562.83640198142,Carlos Cruz-Diez,Physichromie 2305,2319.jpeg,artsy
4328.999999999999,Jean Bosphore,Roses  assemblage b207,2320.jpeg,artsy
10000.0,Daisy Patton,Untitled (Bright Orange Girl with Folded Arms and Green Vines),2321.jpeg,artsy
16800.00000000002,Lídia Masllorens,Untitled II,2322.jpeg,artsy
3108.000000000002,Alda Choueiry,Spring Rain,2323.jpeg,artsy
4419.417382415922,Gavin Nolan,Encase,2324.jpeg,artsy
3687.5,Abayomi Joseph,Feb 14  a tear for the vulnerable,2325.jpeg,artsy
24999.999999999993,Robert Cottingham,B & O  Unique Panel from the Union Train Station Installation in Hartford  Conn.  1987,2326.jpeg,artsy
8399.999999999998,Michelle Sakhai,Into The Wind,2327.jpeg,artsy
2437.499999999999,John Redmond,4,2328.jpeg,artsy
1554.0000000000007,Jomary Bierenbroodspot,Harmony is luxury,2329.jpeg,artsy
31000.00000000003,Toshimitsu Imai,Mother and Son,2330.jpeg,artsy
4250.000000000001,Hiroshi Sato,Pack,2331.jpeg,artsy
1799.9999999999998,Sophie Ullrich,Stabilo Boss,2332.jpeg,artsy
20000.000000000004,Frank Ammerlaan,Untitled,2333.jpeg,artsy
1260.0,Michelle Sakhai,Passage,2334.jpeg,artsy
5771.999999999998,Judith Grassl,Room IV.,2335.jpeg,artsy
15309.310892394864,Jan Kaláb,Nuclear Ameba 522,2336.jpeg,artsy
4799.999999999999,Jon Burgerman,Untitled,2337.jpeg,artsy
499500.00000000035,Gerhard Richter,War Cut II,2338.jpeg,artsy
2441.9999999999995,Giorgio Mussati,Bruce Lee - Popping,2339.jpeg,artsy
2499.9999999999995,Kevin Foote,Us,2340.jpeg,artsy
19225.763964014543,Alicia Viebrock,I don't need sleep  I need answers,2341.jpeg,artsy
3500.0000000000005,Emilio Villalba,Scissors  Mug and Spoon,2342.jpeg,artsy
4874.999999999999,Stephen Forbes,Upright,2343.jpeg,artsy
1498.5000000000002,Ciro Strino,R2312,2344.jpeg,artsy
4499.999999999998,Era Leisner,Forest,2345.jpeg,artsy
3330.000000000002,Thomas Zitzwitz,Unititled,2346.jpeg,artsy
11569.999999999993,"Dr Revolt, Klass",Collab Painting,2347.jpeg,artsy
800.0000000000003,Danny Brown,Soap Opera,2348.jpeg,artsy
4000.000000000001,Chip Haggerty,Map No. 2,2349.jpeg,artsy
46999.999999999956,Paul Fägerskiöld,Mexico City  Mexico. View south. January 1 2100.,2350.jpeg,artsy
12247.448713915892,Mie Olise Kjærgaard,Shipholding in Greenscape,2351.jpeg,artsy
2399.9999999999995,Roxa Smith,In Black and White,2352.jpeg,artsy
30000.00000000001,Ian Hornak,Wordsworth in the Tropics,2353.jpeg,artsy
10000.0,Molly Zuckerman-Hartung,Lopsided: Left Hemisphere Neglect Theory,2354.jpeg,artsy
61237.24356957945,Jessie Homer French,Studio on the Strait of Juan de Fuca,2355.jpeg,artsy
4199.999999999999,Mia Sandhu,A Vessel to Hold 12,2356.jpeg,artsy
42000.00000000003,Michelle Sakhai,A Pink Lily Pond,2357.jpeg,artsy
2599.9999999999986,Amber Goldhammer,No Boundaries My Love,2358.jpeg,artsy
1260.0,Michelle Sakhai,A Rush Of Gold,2359.jpeg,artsy
17000.000000000007,Shiri Mordechay,Blue Sky,2360.jpeg,artsy
24999.999999999993,Andrew Cotton,Elvis,2361.jpeg,artsy
49999.99999999999,Sara Modiano,Puertes en movimiento N.2,2362.jpeg,artsy
5594.999999999998,Karl Stark,To the Heavens,2363.jpeg,artsy
4999.999999999999,Paul Fägerskiöld,Untitled,2364.jpeg,artsy
7799.999999999999,Marc Chalmé,Les ifs,2365.jpeg,artsy
18999.999999999996,Brian Keith Stephens,I will follow you tonight,2366.jpeg,artsy
998.9999999999999,qiyi ma,DiZang,2367.jpeg,artsy
24999.999999999993,Natasha Law,Pieces of You Two ,2368.jpeg,artsy
36750.00000000002,Sergio Garval,Paisaje Disruptivo (Disruptive Landscape),2369.jpeg,artsy
10000.0,Anthony Cudahy,Zachary (delayed),2370.jpeg,artsy
899.9999999999998,Yasuhiro Toyoda,Fluffy dog,2371.jpeg,artsy
1260.0,Michelle Sakhai,Making Wishes,2372.jpeg,artsy
21499.99999999998,Jonni Cheatwood,Uncle Bassi Has Bad Luck with In-Unit,2373.jpeg,artsy
650.0000000000002,Avery Palmer,Tranquil Tower,2374.jpeg,artsy
2441.9999999999995,Oluwapelumi Oluyemi,While I Wait,2375.jpeg,artsy
1599.9999999999993,Fabio Coruzzi,Fuck Off I Am Rich,2376.jpeg,artsy
539999.9999999995,Amoako Boafo,Red Stripes,2377.jpeg,artsy
3885.000000000001,Nicolas Dubreuille,Sans Titre Ref (350),2378.jpeg,artsy
11000.000000000007,Renjie Gao,Soaring Series 2,2379.jpeg,artsy
8325.000000000002,Anna Virnich,Untitled #118,2380.jpeg,artsy
24494.897427831787,Yafeng Duan,Untitled No.52-2022,2381.jpeg,artsy
4199.999999999999,Carmen McNall,Greater Space #2,2382.jpeg,artsy
17000.000000000007,Doze Green,Harem nano nursery,2383.jpeg,artsy
9799.999999999996,Yin Kun,White Night  No.2,2384.jpeg,artsy
38000.0,Lloyd Martin,Grey Quad,2385.jpeg,artsy
1249.9999999999995,Max Kremer,"""Ridge 3"" Contemporary Teal & White Abstract Foliage Landscape Painting",2386.jpeg,artsy
61050.000000000044,SEEN,PSYCHO,2387.jpeg,artsy
17320.508075688776,Sarah Dwyer,Bathing on the Roof,2388.jpeg,artsy
4799.999999999999,Yusuff Aina Abogunde,Been here for two long,2389.jpeg,artsy
4328.999999999999,Jean Bosphore,Tulipes Jaunes,2390.jpeg,artsy
3012.4740662784143,Ned Armstrong,Bowie Cloud,2391.jpeg,artsy
6500.000000000002,Eric Stefanski,Everything Is Shit,2392.jpeg,artsy
2700.0000000000005,Jeroen Allart,North Holland 2023 - landscape painting,2393.jpeg,artsy
23000.00000000001,Josef Kote,Exploring the Depths,2394.jpeg,artsy
12000.000000000007,Renjie Gao,Our Series 2,2395.jpeg,artsy
7799.999999999999,Fergus Feehily,Principles,2396.jpeg,artsy
5999.999999999997,Lucinda Luvaas,Tornado Watch,2397.jpeg,artsy
2249.9999999999995,Courtenay Kusitor,Counting Blossoms,2398.jpeg,artsy
7899.999999999999,Jonas Fisch,Helium Heart at the State Fair,2399.jpeg,artsy
2330.999999999999,Ciro Strino,DG0103,2400.jpeg,artsy
15309.310892394864,Cranio,TEMPLOS,2401.jpeg,artsy
35968.110876163635,Anne and Patrick Poirier,Les fouilles de la mémoire  Saint Simeon  Ausgrabungen  Mésopotamie,2402.jpeg,artsy
11832.159566199234,Mara Minuzzo,Composition No. BR2304,2403.jpeg,artsy
7300.0,Lisa Fellerson,Verdant,2404.jpeg,artsy
11000.000000000007,Jeremy Mann,Through the Mirror ,2405.jpeg,artsy
6500.000000000002,Stan Brodsky,Untitled,2406.jpeg,artsy
450000.0000000003,Alfredo Ramos Martínez,Mujer con Frutas,2407.jpeg,artsy
4199.999999999999,Kevin Yaun,Pacific Coast #4,2408.jpeg,artsy
21650.63509461097,Cranio,MISTER BOMBASTIC,2409.jpeg,artsy
59625.00000000004,Romero Britto,BRIANNA,2410.jpeg,artsy
22000.00000000002,Young Lim Lee,In the Zone,2411.jpeg,artsy
15500.000000000013,John Coburn,Guringai,2412.jpeg,artsy
19500.00000000001,America Martin,Woman Weaves Baskets from Reeds I,2413.jpeg,artsy
2108.9999999999995,Anna Wardęga,Desert 11,2414.jpeg,artsy
1400.0000000000005,Charles Buckley,Remembering How Things Could Be,2415.jpeg,artsy
2441.9999999999995,Milena Krasnopiórko,Wonders,2416.jpeg,artsy
7200.000000000001,Daisy Patton,Untitled (Woman with Magenta Cloud and Starred Flowers),2417.jpeg,artsy
2500.0000000000005,Jason Line,Open Window,2418.jpeg,artsy
3551.999999999999,Kurar,Flooded generation 4,2419.jpeg,artsy
599.9999999999997,Kirstie Tebbs,Energy 2,2420.jpeg,artsy
3330.000000000002,Carina Söderström,Sorrow,2421.jpeg,artsy
16000.00000000001,Seek One,Times of NY,2422.jpeg,artsy
400.0000000000001,yunnGold,Warmly,2423.jpeg,artsy
1554.0000000000007,Jomary Bierenbroodspot,Solitude,2424.jpeg,artsy
2950.0,Josef Kote,Mesmerizing Waves,2425.jpeg,artsy
3322.591759455262,Pavel Rtue,Untitled,2426.jpeg,artsy
28500.0,Jonni Cheatwood,Low Hanging Moon Fruit,2427.jpeg,artsy
750.0000000000001,William Duma,Bright Winter Day (11-23),2428.jpeg,artsy
90000.00000000007,Wolf Kahn,Yellow Gold,2429.jpeg,artsy
1199.9999999999995,Marlon Portales,The Ring,2430.jpeg,artsy
14000.000000000005,Gommaar Gilliams,Elpis,2431.jpeg,artsy
31000.00000000003,Jeremy Mann,POLLEN ,2432.jpeg,artsy
70000.00000000001,Angel Otero,"""Compress City (The ledder escapade)""",2433.jpeg,artsy
3535.533905932737,Daniela Garcia Hamilton,Pastel (Cake),2434.jpeg,artsy
14500.000000000013,Ron Hicks,Girl With Braids,2435.jpeg,artsy
2330.999999999999,SEEN,Multi Tags,2436.jpeg,artsy
18300.00000000001,Kiyoshi Nakagami,Untitled,2437.jpeg,artsy
2800.0000000000014,Lucinda Luvaas,Dusk,2438.jpeg,artsy
9260.354204888708,Mambo,Hexatron,2439.jpeg,artsy
21650.63509461097,Cranio,A VIAGEM,2440.jpeg,artsy
7799.999999999999,Marc Chalmé,Mirror,2441.jpeg,artsy
12499.999999999995,Léo Manelli,The Little Reader Masters,2442.jpeg,artsy
35000.0,Entang Wiharso,The Coalition,2443.jpeg,artsy
21466.37836245324,Karin Hanssen,Warriors,2444.jpeg,artsy
24500.000000000007,Alicia Viebrock,Untitled,2445.jpeg,artsy
3500.0000000000005,Judas Arrieta,Quick Start,2446.jpeg,artsy
3199.999999999999,Jaq Chartier,Test with Green/Orange #2,2447.jpeg,artsy
2599.9999999999986,Harry James Moody,Abstract Grey Zone #7,2448.jpeg,artsy
3199.999999999999,Scott Listfield,N.E.R.D.,2449.jpeg,artsy
2599.9999999999986,Roxa Smith,Ukrainian Bravura,2450.jpeg,artsy
1260.0,Michelle Sakhai,Winter Light Reflections,2451.jpeg,artsy
2794.9999999999986,Steve Kaufman,Marilyn Monroe,2452.jpeg,artsy
899.9999999999998,Yasuhiro Toyoda,Pony,2453.jpeg,artsy
2159.999999999999,Artist Unknown,Woman in Green Scarf with Cat,2454.jpeg,artsy
3199.999999999999,Terry Furchgott,Woman's Work,2455.jpeg,artsy
1260.0,Michelle Sakhai,Creation,2456.jpeg,artsy
130000.00000000006,Kiyoshi Nakagami,Untitled,2457.jpeg,artsy
4218.0,Levalet,Cloud,2458.jpeg,artsy
3500.0000000000005,Josef Kote,Mesmerizing Waves,2459.jpeg,artsy
10825.317547305483,Ian Rayer-Smith,Trampling over the sumptuous,2460.jpeg,artsy
5199.999999999998,Daisy Patton,Untitled (Color Fade Man with White Daisies),2461.jpeg,artsy
1369.9999999999998,Avery Palmer,The Nourisher,2462.jpeg,artsy
12087.900000000003,Francisca Ahlers,The British Aristocracy,2463.jpeg,artsy
32834.24279620287,Roméo Mivekannin,La consécration des armes  d'après Georges Seymour,2464.jpeg,artsy
1500.0000000000005,Terry Furchgott,The Perambulator,2465.jpeg,artsy
3799.9999999999995,Mia Sandhu,A Vessel to Hold 11,2466.jpeg,artsy
26250.000000000004,Michelle Sakhai,Dreams I & II,2467.jpeg,artsy
21499.99999999998,Alicia Viebrock,Season of the witch,2468.jpeg,artsy
7500.000000000001,Hayam Elsayed,Acceptence,2469.jpeg,artsy
6600.000000000002,Beltrán Obregón,Pintura calibradora 1,2470.jpeg,artsy
3108.000000000002,Sckaro,Diamond Nymph,2471.jpeg,artsy
15309.310892394864,Ian Rayer-Smith,Eden,2472.jpeg,artsy
20000.000000000004,Alexandra Nechita,Puppet Me  Puppet You ,2473.jpeg,artsy
23000.00000000001,Josef Kote,The Colors of the Sky ,2474.jpeg,artsy
8000.000000000004,Gonzalo García,Panopticopía #1 - off,2475.jpeg,artsy
26999.999999999975,Sergio Garval,El dilema (The Dilemma) ,2476.jpeg,artsy
20599.999999999993,Doze Green,Helium generated nano,2477.jpeg,artsy
1998.0,Giorgio Mussati,Leonardo DiCaprio - Terminator,2478.jpeg,artsy
17320.508075688776,William Lachance,Bright Waves,2479.jpeg,artsy
2399.9999999999995,Mia Sandhu,Waxing and Waning 9,2480.jpeg,artsy
3600.0,Isabel Emrich,Expressive,2481.jpeg,artsy
24989.999999999978,Alexandra Nechita,Help Me with my Memories II,2482.jpeg,artsy
1599.9999999999993,Fabio Coruzzi,Empowering,2483.jpeg,artsy
1199.9999999999995,Avery Palmer,A Moment in the Bath,2484.jpeg,artsy
20749.999999999985,Sergio Garval,Los amantes (The Lovers),2485.jpeg,artsy
4440.000000000002,Jean Bosphore,14 Juillet,2486.jpeg,artsy
4250.000000000001,Anico Mostert,I Am Kind - Kind I Am,2487.jpeg,artsy
